Value,REG_NAME_7,MVG_NAME,MVS_NAME,EFG_DK
275,Central Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
276,Channel Country,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
277,Central Mackay Coast,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
278,Coolgardie,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,"T4.4, 0.7; T5.6, 0.3"
279,Cobar Peneplain,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T5.6
280,Cape York Peninsula,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
281,Daly Basin,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
282,Darwin Coastal,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
283,Dampierland,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
284,Desert Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
285,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
286,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
287,Esperance Plains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T3.2
288,Eyre Yorke Block,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
289,Finke,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
290,Flinders Lofty Block,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
291,Furneaux,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
292,Gascoyne,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
293,Gawler,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
294,Geraldton Sandplains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
295,Gulf Fall and Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
296,Gulf Coastal,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
297,Gulf Plains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
298,Great Victoria Desert,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T5.6
299,Jarrah Forest,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
300,Kanmantoo,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
301,King,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
302,Little Sandy Desert,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
303,Mallee,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T5.6
304,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
305,Mitchell Grass Downs,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
306,Mount Isa Inlier,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
307,Mulga Lands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
308,Murchison,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
309,Nandewar,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
310,Naracoorte Coastal Plain,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
311,New England Tablelands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,"T2.6, 0.4; T4.4, 0.6"
312,NSW North Coast,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
313,Northern Kimberley,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
314,NSW South Western Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
315,Nullarbor,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T5.6
316,Ord Victoria Plain,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
317,Pine Creek,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
318,Pilbara,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
319,Riverina,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
321,South East Corner,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
320,South East Coastal Plain,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
322,South Eastern Highlands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
323,South Eastern Queensland,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
324,Simpson Strzelecki Dunefields,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
325,Stony Plains,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
326,Southern Volcanic Plain,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.4
327,Swan Coastal Plain,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
328,Sydney Basin,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
329,Tanami,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
330,Tasmanian Central Highlands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
331,Tasmanian Northern Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
332,Tasmanian Northern Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
333,Tasmanian South East,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
334,Tasmanian Southern Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
335,Tasmanian West,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
336,Victoria Bonaparte,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.3
337,Victorian Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
338,Warren,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T2.6
339,Wet Tropics,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,T4.2
340,Yalgoo,Eucalypt Woodlands,Eucalyptus woodlands with a shrubby understorey,TF1.5
348,Arnhem Coast,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
349,Arnhem Plateau,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
350,Australian Alps,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T6.4
351,Brigalow Belt North,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
352,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2 (QLD);T2.6 (NSW)
353,Ben Lomond,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
354,Carnarvon,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
355,Central Arnhem,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
356,Central Kimberley,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
357,Channel Country,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
358,Central Mackay Coast,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
359,Cobar Peneplain,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T5.6
360,Cape York Peninsula,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
361,Daly Basin,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
362,Darwin Coastal,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
363,Dampierland,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
364,Desert Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
365,Davenport Murchison Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
366,Darling Riverine Plains,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T5.6
367,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
368,Eyre Yorke Block,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
369,Flinders Lofty Block,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
370,Furneaux,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
371,Gascoyne,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
372,Gawler,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
373,Geraldton Sandplains,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
374,Gulf Fall and Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
375,Great Sandy Desert,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
376,Gulf Coastal,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
377,Gulf Plains,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.4
378,Kanmantoo,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
379,King,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
380,Little Sandy Desert,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
381,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
382,Mitchell Grass Downs,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
383,Mount Isa Inlier,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.4
384,Mulga Lands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
385,Nandewar,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,"T2.6, 0.6; T4.4, 0.4"
386,Naracoorte Coastal Plain,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
387,New England Tablelands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
388,NSW North Coast,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T2.6
389,Northern Kimberley,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
390,NSW South Western Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
391,Ord Victoria Plain,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5 (WA) ; T4.2 (NT)
392,Pine Creek,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
393,Pilbara,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
394,Riverina,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4 (Vic);TF1.2 (NSW)
395,South East Coastal Plain,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
396,South East Corner,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4 (Vic); T2.6 (NSW)
397,South Eastern Highlands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
398,South Eastern Queensland,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
399,Sturt Plateau,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
400,Southern Volcanic Plain,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
401,Swan Coastal Plain,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
402,Sydney Basin,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,"T2.6, 0.6; T4.4, 0.4"
403,Tanami,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,TF1.5
404,Tasmanian Central Highlands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
405,Tiwi Cobourg,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
406,Tasmanian Northern Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
407,Tasmanian Northern Slopes,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
408,Tasmanian South East,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
409,Tasmanian Southern Ranges,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
410,Victoria Bonaparte,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
411,Victorian Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.4
412,Wet Tropics,Eucalypt Woodlands,Eucalyptus woodlands with a tussock grass understorey,T4.2
413,Arnhem Coast,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
414,Arnhem Plateau,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
415,Brigalow Belt North,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
416,Brigalow Belt South,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
417,Central Kimberley,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
418,Central Mackay Coast,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
419,Daly Basin,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
420,Desert Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
421,Einasleigh Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
422,Flinders Lofty Block,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
423,Gulf Fall and Uplands,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
424,Gibson Desert,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,TF1.5
425,Gulf Coastal,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
426,Gulf Plains,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
427,Little Sandy Desert,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
428,Murray Darling Depression,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
429,Mitchell Grass Downs,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
430,Mount Isa Inlier,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
431,Northern Kimberley,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
432,Ord Victoria Plain,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
433,Pine Creek,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
434,Sturt Plateau,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
435,Tanami,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
436,Victoria Bonaparte,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
437,Victorian Midlands,Eucalypt Woodlands,Eucalyptus woodlands with a hummock grass understorey,T4.3
438,Cape York Peninsula,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
439,Daly Basin,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
440,Darwin Coastal,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
441,Einasleigh Uplands,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T1.2
442,Gulf Fall and Uplands,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
443,Gulf Plains,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,"T4.2, 0.9; TF1.4, 0.1"
444,Mitchell Grass Downs,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
445,Ord Victoria Plain,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
446,Sturt Plateau,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
447,Victoria Bonaparte,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T4.2
448,Wet Tropics,Other Forests and Woodlands,Tropical mixed spp forests and woodlands,T1.2
450,Brigalow Belt South,Callitris Forests and Woodlands,Callitris forests and woodlands,T2.6
451,Broken Hill Complex,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.3
453,Cobar Peneplain,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.6
454,Desert Uplands,Callitris Forests and Woodlands,Callitris forests and woodlands,T4.2
455,Darling Riverine Plains,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.6
456,Einasleigh Uplands,Callitris Forests and Woodlands,Callitris forests and woodlands,T4.2
458,Flinders Lofty Block,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.6
460,Gawler,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.6
464,Murray Darling Depression,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.6
466,Mulga Lands,Callitris Forests and Woodlands,Callitris forests and woodlands,T5.3
